name,display_name,types,image,generation,generation_label,total,hp,attack,defense,sp_atk,sp_def,speed,level,evolution_paths
walrein,Walrein,"[""Ice"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/walrein.jpg,generation-iii,Generation III,530.0,110.0,80.0,90.0,,,65.0,,[]
clamperl,Clamperl,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/clamperl.jpg,generation-iii,Generation III,345.0,35.0,64.0,85.0,,,32.0,,[]
huntail,Huntail,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/huntail.jpg,generation-iii,Generation III,485.0,55.0,104.0,105.0,,,52.0,,[]
gorebyss,Gorebyss,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/gorebyss.jpg,generation-iii,Generation III,485.0,55.0,84.0,105.0,,,52.0,,[]
relicanth,Relicanth,"[""Water"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/relicanth.jpg,generation-iii,Generation III,485.0,100.0,90.0,130.0,,,55.0,,
luvdisc,Luvdisc,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/luvdisc.jpg,generation-iii,Generation III,330.0,43.0,30.0,55.0,,,97.0,,
bagon,Bagon,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/bagon.jpg,generation-iii,Generation III,300.0,45.0,75.0,60.0,,,50.0,(Level 30),"[{""evolves_to"": ""Shelgon"", ""condition"": ""(Level 30)""}]"
shelgon,Shelgon,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/shelgon.jpg,generation-iii,Generation III,420.0,65.0,95.0,100.0,,,50.0,(Level 50),"[{""evolves_to"": ""Salamence"", ""condition"": ""(Level 50)""}]"
salamence,Salamence,"[""Dragon"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/salamence.jpg,generation-iii,Generation III,600.0,95.0,135.0,80.0,,,100.0,,[]
beldum,Beldum,"[""Steel"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/beldum.jpg,generation-iii,Generation III,300.0,40.0,55.0,80.0,,,30.0,(Level 20),"[{""evolves_to"": ""Metang"", ""condition"": ""(Level 20)""}]"
metang,Metang,"[""Steel"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/metang.jpg,generation-iii,Generation III,420.0,60.0,75.0,100.0,,,50.0,(Level 45),"[{""evolves_to"": ""Metagross"", ""condition"": ""(Level 45)""}]"
metagross,Metagross,"[""Steel"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/metagross.jpg,generation-iii,Generation III,600.0,80.0,135.0,130.0,,,70.0,,[]
regirock,Regirock,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/regirock.jpg,generation-iii,Generation III,580.0,80.0,100.0,200.0,,,50.0,,
regice,Regice,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/regice.jpg,generation-iii,Generation III,580.0,80.0,50.0,100.0,,,50.0,,
registeel,Registeel,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/registeel.jpg,generation-iii,Generation III,580.0,80.0,75.0,150.0,,,50.0,,
latias,Latias,"[""Dragon"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/latias.jpg,generation-iii,Generation III,600.0,80.0,80.0,90.0,,,110.0,,
latios,Latios,"[""Dragon"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/latios.jpg,generation-iii,Generation III,600.0,80.0,90.0,80.0,,,110.0,,
kyogre,Kyogre,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/kyogre.jpg,generation-iii,Generation III,670.0,100.0,100.0,90.0,,,90.0,,
groudon,Groudon,"[""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/groudon.jpg,generation-iii,Generation III,670.0,100.0,150.0,140.0,,,90.0,,
rayquaza,Rayquaza,"[""Dragon"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/rayquaza.jpg,generation-iii,Generation III,680.0,105.0,150.0,90.0,,,95.0,,
jirachi,Jirachi,"[""Steel"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/jirachi.jpg,generation-iii,Generation III,600.0,100.0,100.0,100.0,,,100.0,,
deoxys,Deoxys,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/deoxys.jpg,generation-iii,Generation III,,,,,,,,,
turtwig,Turtwig,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/turtwig.jpg,generation-iv,Generation IV,318.0,55.0,68.0,64.0,,,31.0,(Level 18),"[{""evolves_to"": ""Grotle"", ""condition"": ""(Level 18)""}]"
grotle,Grotle,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/grotle.jpg,generation-iv,Generation IV,405.0,75.0,89.0,85.0,,,36.0,(Level 32),"[{""evolves_to"": ""Torterra"", ""condition"": ""(Level 32)""}]"
torterra,Torterra,"[""Grass"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/torterra.jpg,generation-iv,Generation IV,525.0,95.0,109.0,105.0,,,56.0,,[]
chimchar,Chimchar,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/chimchar.jpg,generation-iv,Generation IV,309.0,44.0,58.0,44.0,,,61.0,(Level 14),"[{""evolves_to"": ""Monferno"", ""condition"": ""(Level 14)""}]"
monferno,Monferno,"[""Fire"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/monferno.jpg,generation-iv,Generation IV,405.0,64.0,78.0,52.0,,,81.0,(Level 36),"[{""evolves_to"": ""Infernape"", ""condition"": ""(Level 36)""}]"
infernape,Infernape,"[""Fire"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/infernape.jpg,generation-iv,Generation IV,534.0,76.0,104.0,71.0,,,108.0,,[]
piplup,Piplup,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/piplup.jpg,generation-iv,Generation IV,314.0,53.0,51.0,53.0,,,40.0,(Level 16),"[{""evolves_to"": ""Prinplup"", ""condition"": ""(Level 16)""}]"
prinplup,Prinplup,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/prinplup.jpg,generation-iv,Generation IV,405.0,64.0,66.0,68.0,,,50.0,(Level 36),"[{""evolves_to"": ""Empoleon"", ""condition"": ""(Level 36)""}]"
empoleon,Empoleon,"[""Water"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/empoleon.jpg,generation-iv,Generation IV,530.0,84.0,86.0,88.0,,,60.0,,[]
starly,Starly,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/starly.jpg,generation-iv,Generation IV,245.0,40.0,55.0,30.0,,,60.0,(Level 14),"[{""evolves_to"": ""Staravia"", ""condition"": ""(Level 14)""}]"
staravia,Staravia,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/staravia.jpg,generation-iv,Generation IV,340.0,55.0,75.0,50.0,,,80.0,(Level 34),"[{""evolves_to"": ""Staraptor"", ""condition"": ""(Level 34)""}]"
staraptor,Staraptor,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/staraptor.jpg,generation-iv,Generation IV,485.0,85.0,120.0,70.0,,,100.0,,[]
bidoof,Bidoof,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/bidoof.jpg,generation-iv,Generation IV,250.0,59.0,45.0,40.0,,,31.0,(Level 15),"[{""evolves_to"": ""Bibarel"", ""condition"": ""(Level 15)""}]"
bibarel,Bibarel,"[""Normal"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/bibarel.jpg,generation-iv,Generation IV,410.0,79.0,85.0,60.0,,,71.0,,[]
kricketot,Kricketot,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/kricketot.jpg,generation-iv,Generation IV,194.0,37.0,25.0,41.0,,,25.0,(Level 10),"[{""evolves_to"": ""Kricketune"", ""condition"": ""(Level 10)""}]"
kricketune,Kricketune,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/kricketune.jpg,generation-iv,Generation IV,384.0,77.0,85.0,51.0,,,65.0,,[]
shinx,Shinx,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/shinx.jpg,generation-iv,Generation IV,263.0,45.0,65.0,34.0,,,45.0,(Level 15),"[{""evolves_to"": ""Luxio"", ""condition"": ""(Level 15)""}]"
luxio,Luxio,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/luxio.jpg,generation-iv,Generation IV,363.0,60.0,85.0,49.0,,,60.0,(Level 30),"[{""evolves_to"": ""Luxray"", ""condition"": ""(Level 30)""}]"
luxray,Luxray,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/luxray.jpg,generation-iv,Generation IV,523.0,80.0,120.0,79.0,,,70.0,,[]
budew,Budew,"[""Grass"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/budew.jpg,generation-iv,Generation IV,280.0,40.0,30.0,35.0,,,55.0,"(high Friendship, Daytime)","[{""evolves_to"": ""Roselia"", ""condition"": ""(high Friendship, Daytime)""}]"
roserade,Roserade,"[""Grass"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/roserade.jpg,generation-iv,Generation IV,515.0,60.0,70.0,65.0,,,90.0,,[]
cranidos,Cranidos,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/cranidos.jpg,generation-iv,Generation IV,350.0,67.0,125.0,40.0,,,58.0,(Level 30),"[{""evolves_to"": ""Rampardos"", ""condition"": ""(Level 30)""}]"
rampardos,Rampardos,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/rampardos.jpg,generation-iv,Generation IV,495.0,97.0,165.0,60.0,,,58.0,,[]
shieldon,Shieldon,"[""Rock"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/shieldon.jpg,generation-iv,Generation IV,350.0,30.0,42.0,118.0,,,30.0,(Level 30),"[{""evolves_to"": ""Bastiodon"", ""condition"": ""(Level 30)""}]"
bastiodon,Bastiodon,"[""Rock"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/bastiodon.jpg,generation-iv,Generation IV,495.0,60.0,52.0,168.0,,,30.0,,[]
burmy,Burmy,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/burmy.jpg,generation-iv,Generation IV,,,,,,,,,
wormadam,Wormadam,"[""Bug"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/wormadam.jpg,generation-iv,Generation IV,,,,,,,,,
mothim,Mothim,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/mothim.jpg,generation-iv,Generation IV,424.0,70.0,94.0,50.0,,,66.0,,[]
combee,Combee,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/combee.jpg,generation-iv,Generation IV,244.0,30.0,30.0,42.0,,,70.0,"(Level 21, Female)","[{""evolves_to"": ""Vespiquen"", ""condition"": ""(Level 21, Female)""}]"
vespiquen,Vespiquen,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/vespiquen.jpg,generation-iv,Generation IV,474.0,70.0,80.0,102.0,,,40.0,,[]
pachirisu,Pachirisu,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/pachirisu.jpg,generation-iv,Generation IV,405.0,60.0,45.0,70.0,,,95.0,,
buizel,Buizel,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/buizel.jpg,generation-iv,Generation IV,330.0,55.0,65.0,35.0,,,85.0,(Level 26),"[{""evolves_to"": ""Floatzel"", ""condition"": ""(Level 26)""}]"
floatzel,Floatzel,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/floatzel.jpg,generation-iv,Generation IV,495.0,85.0,105.0,55.0,,,115.0,,[]
cherubi,Cherubi,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/cherubi.jpg,generation-iv,Generation IV,275.0,45.0,35.0,45.0,,,35.0,(Level 25),"[{""evolves_to"": ""Cherrim"", ""condition"": ""(Level 25)""}]"
cherrim,Cherrim,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/cherrim.jpg,generation-iv,Generation IV,450.0,70.0,60.0,70.0,,,85.0,,[]
shellos,Shellos,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/shellos.jpg,generation-iv,Generation IV,325.0,76.0,48.0,48.0,,,34.0,(Level 30),"[{""evolves_to"": ""Gastrodon"", ""condition"": ""(Level 30)""}]"
gastrodon,Gastrodon,"[""Water"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/gastrodon.jpg,generation-iv,Generation IV,475.0,111.0,83.0,68.0,,,39.0,,[]
ambipom,Ambipom,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/ambipom.jpg,generation-iv,Generation IV,482.0,75.0,100.0,66.0,,,115.0,,[]
drifloon,Drifloon,"[""Ghost"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/drifloon.jpg,generation-iv,Generation IV,348.0,90.0,50.0,34.0,,,70.0,(Level 28),"[{""evolves_to"": ""Drifblim"", ""condition"": ""(Level 28)""}]"
drifblim,Drifblim,"[""Ghost"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/drifblim.jpg,generation-iv,Generation IV,498.0,150.0,80.0,44.0,,,80.0,,[]
buneary,Buneary,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/buneary.jpg,generation-iv,Generation IV,350.0,55.0,66.0,44.0,,,85.0,(high Friendship),"[{""evolves_to"": ""Lopunny"", ""condition"": ""(high Friendship)""}]"
lopunny,Lopunny,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/lopunny.jpg,generation-iv,Generation IV,480.0,65.0,76.0,84.0,,,105.0,,[]
mismagius,Mismagius,"[""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/mismagius.jpg,generation-iv,Generation IV,495.0,60.0,60.0,60.0,,,105.0,,[]
honchkrow,Honchkrow,"[""Dark"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/honchkrow.jpg,generation-iv,Generation IV,505.0,100.0,125.0,52.0,,,71.0,,[]
glameow,Glameow,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/glameow.jpg,generation-iv,Generation IV,310.0,49.0,55.0,42.0,,,85.0,(Level 38),"[{""evolves_to"": ""Purugly"", ""condition"": ""(Level 38)""}]"
purugly,Purugly,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/purugly.jpg,generation-iv,Generation IV,452.0,71.0,82.0,64.0,,,112.0,,[]
chingling,Chingling,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/chingling.jpg,generation-iv,Generation IV,285.0,45.0,30.0,50.0,,,45.0,"(high Friendship, Nighttime)","[{""evolves_to"": ""Chimecho"", ""condition"": ""(high Friendship, Nighttime)""}]"
stunky,Stunky,"[""Poison"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/stunky.jpg,generation-iv,Generation IV,329.0,63.0,63.0,47.0,,,74.0,(Level 34),"[{""evolves_to"": ""Skuntank"", ""condition"": ""(Level 34)""}]"
skuntank,Skuntank,"[""Poison"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/skuntank.jpg,generation-iv,Generation IV,479.0,103.0,93.0,67.0,,,84.0,,[]
bronzor,Bronzor,"[""Steel"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/bronzor.jpg,generation-iv,Generation IV,300.0,57.0,24.0,86.0,,,23.0,(Level 33),"[{""evolves_to"": ""Bronzong"", ""condition"": ""(Level 33)""}]"
bronzong,Bronzong,"[""Steel"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/bronzong.jpg,generation-iv,Generation IV,500.0,67.0,89.0,116.0,,,33.0,,[]
bonsly,Bonsly,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/bonsly.jpg,generation-iv,Generation IV,290.0,50.0,80.0,95.0,,,10.0,(after Mimic learned),"[{""evolves_to"": ""Sudowoodo"", ""condition"": ""(after Mimic learned)""}]"
mime jr.,Mime Jr.,"[""Psychic"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/mime-jr.jpg,generation-iv,Generation IV,310.0,20.0,25.0,45.0,,,60.0,,[]
happiny,Happiny,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/happiny.jpg,generation-iv,Generation IV,220.0,100.0,5.0,5.0,,,30.0,"(hold Oval Stone, Daytime)","[{""evolves_to"": ""Chansey"", ""condition"": ""(hold Oval Stone, Daytime)""}]"
chatot,Chatot,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/chatot.jpg,generation-iv,Generation IV,411.0,76.0,65.0,45.0,,,91.0,,
spiritomb,Spiritomb,"[""Ghost"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/spiritomb.jpg,generation-iv,Generation IV,485.0,50.0,92.0,108.0,,,35.0,,
gible,Gible,"[""Dragon"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/gible.jpg,generation-iv,Generation IV,300.0,58.0,70.0,45.0,,,42.0,(Level 24),"[{""evolves_to"": ""Gabite"", ""condition"": ""(Level 24)""}]"
gabite,Gabite,"[""Dragon"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/gabite.jpg,generation-iv,Generation IV,410.0,68.0,90.0,65.0,,,82.0,(Level 48),"[{""evolves_to"": ""Garchomp"", ""condition"": ""(Level 48)""}]"
garchomp,Garchomp,"[""Dragon"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/garchomp.jpg,generation-iv,Generation IV,600.0,108.0,130.0,95.0,,,102.0,,[]
munchlax,Munchlax,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/munchlax.jpg,generation-iv,Generation IV,390.0,135.0,85.0,40.0,,,5.0,(high Friendship),"[{""evolves_to"": ""Snorlax"", ""condition"": ""(high Friendship)""}]"
riolu,Riolu,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/riolu.jpg,generation-iv,Generation IV,285.0,40.0,70.0,40.0,,,60.0,"(high Friendship, Daytime)","[{""evolves_to"": ""Lucario"", ""condition"": ""(high Friendship, Daytime)""}]"
lucario,Lucario,"[""Fighting"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/lucario.jpg,generation-iv,Generation IV,525.0,70.0,110.0,70.0,,,90.0,,[]
hippopotas,Hippopotas,"[""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/hippopotas.jpg,generation-iv,Generation IV,330.0,68.0,72.0,78.0,,,32.0,(Level 34),"[{""evolves_to"": ""Hippowdon"", ""condition"": ""(Level 34)""}]"
hippowdon,Hippowdon,"[""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/hippowdon.jpg,generation-iv,Generation IV,525.0,108.0,112.0,118.0,,,47.0,,[]
skorupi,Skorupi,"[""Poison"", ""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/skorupi.jpg,generation-iv,Generation IV,330.0,40.0,50.0,90.0,,,65.0,(Level 40),"[{""evolves_to"": ""Drapion"", ""condition"": ""(Level 40)""}]"
drapion,Drapion,"[""Poison"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/drapion.jpg,generation-iv,Generation IV,500.0,70.0,90.0,110.0,,,95.0,,[]
croagunk,Croagunk,"[""Poison"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/croagunk.jpg,generation-iv,Generation IV,300.0,48.0,61.0,40.0,,,50.0,(Level 37),"[{""evolves_to"": ""Toxicroak"", ""condition"": ""(Level 37)""}]"
toxicroak,Toxicroak,"[""Poison"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/toxicroak.jpg,generation-iv,Generation IV,490.0,83.0,106.0,65.0,,,85.0,,[]
carnivine,Carnivine,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/carnivine.jpg,generation-iv,Generation IV,454.0,74.0,100.0,72.0,,,46.0,,
finneon,Finneon,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/finneon.jpg,generation-iv,Generation IV,330.0,49.0,49.0,56.0,,,66.0,(Level 31),"[{""evolves_to"": ""Lumineon"", ""condition"": ""(Level 31)""}]"
lumineon,Lumineon,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/lumineon.jpg,generation-iv,Generation IV,460.0,69.0,69.0,76.0,,,91.0,,[]
mantyke,Mantyke,"[""Water"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/mantyke.jpg,generation-iv,Generation IV,345.0,45.0,20.0,50.0,,,50.0,(with Remoraid in party),"[{""evolves_to"": ""Mantine"", ""condition"": ""(with Remoraid in party)""}]"
snover,Snover,"[""Grass"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/snover.jpg,generation-iv,Generation IV,334.0,60.0,62.0,50.0,,,40.0,(Level 40),"[{""evolves_to"": ""Abomasnow"", ""condition"": ""(Level 40)""}]"
abomasnow,Abomasnow,"[""Grass"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/abomasnow.jpg,generation-iv,Generation IV,494.0,90.0,92.0,75.0,,,60.0,,[]
weavile,Weavile,"[""Dark"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/weavile.jpg,generation-iv,Generation IV,510.0,70.0,120.0,65.0,,,125.0,,[]
magnezone,Magnezone,"[""Electric"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/magnezone.jpg,generation-iv,Generation IV,535.0,70.0,70.0,115.0,,,60.0,,[]
lickilicky,Lickilicky,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/lickilicky.jpg,generation-iv,Generation IV,515.0,110.0,85.0,95.0,,,50.0,,[]
rhyperior,Rhyperior,"[""Ground"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/rhyperior.jpg,generation-iv,Generation IV,535.0,115.0,140.0,130.0,,,40.0,,[]
tangrowth,Tangrowth,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/tangrowth.jpg,generation-iv,Generation IV,535.0,100.0,100.0,125.0,,,50.0,,[]
electivire,Electivire,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/electivire.jpg,generation-iv,Generation IV,540.0,75.0,123.0,67.0,,,95.0,,[]
magmortar,Magmortar,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/magmortar.jpg,generation-iv,Generation IV,540.0,75.0,95.0,67.0,,,83.0,,[]
togekiss,Togekiss,"[""Fairy"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/togekiss.jpg,generation-iv,Generation IV,545.0,85.0,50.0,95.0,,,80.0,,[]
yanmega,Yanmega,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/yanmega.jpg,generation-iv,Generation IV,515.0,86.0,76.0,86.0,,,95.0,,[]
leafeon,Leafeon,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/leafeon.jpg,generation-iv,Generation IV,525.0,65.0,110.0,130.0,,,95.0,,[]
glaceon,Glaceon,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/glaceon.jpg,generation-iv,Generation IV,525.0,65.0,60.0,110.0,,,65.0,,[]
gliscor,Gliscor,"[""Ground"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/gliscor.jpg,generation-iv,Generation IV,510.0,75.0,95.0,125.0,,,95.0,,[]
mamoswine,Mamoswine,"[""Ice"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/mamoswine.jpg,generation-iv,Generation IV,530.0,110.0,130.0,80.0,,,80.0,,[]
porygon-z,Porygon-Z,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/porygon-z.jpg,generation-iv,Generation IV,535.0,85.0,80.0,70.0,,,90.0,,[]
gallade,Gallade,"[""Psychic"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/gallade.jpg,generation-iv,Generation IV,518.0,68.0,125.0,65.0,,,80.0,,[]
